stop_id,MSOA11CD,MSOA11NM,stop_name,geometry
9400ZZLUBOR2,E02000808,Southwark 002,Borough Underground Station,POINT (-0.093597 51.50094)
9400ZZLUBTK1,E02000047,Barnet 024,Burnt Oak Underground Station,POINT (-0.264131 51.60286)
9400ZZLUBTX1,E02000060,Barnet 037,Brent Cross Underground Station,POINT (-0.213621 51.57669)
9400ZZLUBZP1,E02000176,Camden 011,Belsize Park Underground Station,POINT (-0.164766 51.55024)
9400ZZLUBZP2,E02000173,Camden 008,Belsize Park Underground Station,POINT (-0.164783 51.55053)
9400ZZLUCFM1,E02000177,Camden 012,Chalk Farm Underground Station,POINT (-0.153529 51.54421)
9400ZZLUCND1,E02000053,Barnet 030,Colindale Underground Station,POINT (-0.250089 51.59551)
9400ZZLUCPC1,E02000634,Lambeth 017,Clapham Common Underground Station,POINT (-0.136841 51.46229)
9400ZZLUCPN1,E02000629,Lambeth 012,Clapham North Underground Station,POINT (-0.129359 51.46573)
9400ZZLUCPS1,E02000636,Lambeth 019,Clapham South Underground Station,POINT (-0.147036 51.45334)
9400ZZLUCSD1,E02000693,Merton 005,Colliers Wood Underground Station,POINT (-0.177577 51.41866)
9400ZZLUCTN1,E02000186,Camden 021,Camden Town Underground Station,POINT (-0.142465 51.5393)
9400ZZLUCTN2,E02000186,Camden 021,Camden Town Underground Station,POINT (-0.142888 51.53919)
9400ZZLUCTN3,E02000186,Camden 021,Camden Town Underground Station,POINT (-0.142478 51.53935)
9400ZZLUCTN4,E02000186,Camden 021,Camden Town Underground Station,POINT (-0.142972 51.53926)
9400ZZLUMTC1,E02000186,Camden 021,Mornington Crescent Underground Station,POINT (-0.138585 51.53439)
9400ZZLUEAC3,E02006802,Southwark 034,Elephant & Castle Underground Station,POINT (-0.100512 51.49506)
9400ZZLUEAC4,E02006802,Southwark 034,Elephant & Castle Underground Station,POINT (-0.100529 51.49501)
9400ZZLUSWK1,E02006802,Southwark 034,Southwark Underground Station,POINT (-0.105632 51.5043)
9400ZZLUSWK2,E02006802,Southwark 034,Southwark Underground Station,POINT (-0.105331 51.50427)
9400ZZLUEAC1,E02006802,Southwark 034,Elephant & Castle Underground Station,POINT (-0.100985 51.49581)
9400ZZLUEAC2,E02006802,Southwark 034,Elephant & Castle Underground Station,POINT (-0.101069 51.49586)
9400ZZLUEFY1,E02000056,Barnet 033,East Finchley Underground Station,POINT (-0.164963 51.58725)
9400ZZLUEFY2,E02000056,Barnet 033,East Finchley Underground Station,POINT (-0.16502 51.58729)
9400ZZLUEGW1,E02000041,Barnet 018,Edgware Underground Station,POINT (-0.275004 51.61353)
9400ZZLUEMB5,E02000979,Westminster 020,Embankment Underground Station,POINT (-0.122542 51.50726)
9400ZZLUEMB6,E02000979,Westminster 020,Embankment Underground Station,POINT (-0.122541 51.50729)
9400ZZLUWSM3,E02000979,Westminster 020,Westminster Underground Station,POINT (-0.124773 51.501)
9400ZZLUWSM4,E02000979,Westminster 020,Westminster Underground Station,POINT (-0.124932 51.501)
9400ZZLUEMB3,E02000979,Westminster 020,Embankment Underground Station,POINT (-0.122291 51.50706)
9400ZZLUEMB4,E02000979,Westminster 020,Embankment Underground Station,POINT (-0.122308 51.507)
9400ZZLUSJP1,E02000979,Westminster 020,St. James's Park Underground Station,POINT (-0.134421 51.49938)
9400ZZLUSJP2,E02000979,Westminster 020,St. James's Park Underground Station,POINT (-0.134509 51.49934)
9400ZZLUVIC4,E02000979,Westminster 020,Victoria Underground Station,POINT (-0.143596 51.49697)
9400ZZLUWSM1,E02000979,Westminster 020,Westminster Underground Station,POINT (-0.124877 51.50128)
9400ZZLUWSM2,E02000979,Westminster 020,Westminster Underground Station,POINT (-0.124838 51.50118)
9400ZZLUVIC2,E02000979,Westminster 020,Victoria Underground Station,POINT (-0.14346 51.49712)
9400ZZLUVIC3,E02000979,Westminster 020,Victoria Underground Station,POINT (-0.143536 51.49703)
9400ZZLUEUS2,E02000188,Camden 023,Euston Underground Station,POINT (-0.131846 51.52782)
9400ZZLUEUS3,E02000188,Camden 023,Euston Underground Station,POINT (-0.1323 51.52834)
9400ZZLUEUS4,E02000188,Camden 023,Euston Underground Station,POINT (-0.134193 51.52824)
9400ZZLUEUS5,E02000188,Camden 023,Euston Underground Station,POINT (-0.134239 51.52819)
9400ZZLUEUS1,E02000188,Camden 023,Euston Underground Station,POINT (-0.132183 51.52805)
9400ZZLUEUS6,E02000188,Camden 023,Euston Underground Station,POINT (-0.132066 51.52809)
9400ZZLUFYC1,E02000046,Barnet 023,Finchley Central Underground Station,POINT (-0.19277 51.60099)
9400ZZLUFYC2,E02000046,Barnet 023,Finchley Central Underground Station,POINT (-0.19267 51.60094)
9400ZZLUGDG1,E02000191,Camden 026,Goodge Street Underground Station,POINT (-0.134488 51.52067)
9400ZZLUWRR1,E02000191,Camden 026,Warren Street Underground Station,POINT (-0.137784 51.52433)
9400ZZLUWRR2,E02000191,Camden 026,Warren Street Underground Station,POINT (-0.137757 51.52428)
9400ZZLUESQ1,E02000191,Camden 026,Euston Square Underground Station,POINT (-0.135309 51.52563)
9400ZZLUESQ2,E02000191,Camden 026,Euston Square Underground Station,POINT (-0.135367 51.52561)
9400ZZLUWRR3,E02000191,Camden 026,Warren Street Underground Station,POINT (-0.138688 51.52408)
9400ZZLUWRR4,E02000191,Camden 026,Warren Street Underground Station,POINT (-0.138719 51.52403)
9400ZZLUGGN1,E02000061,Barnet 038,Golders Green Underground Station,POINT (-0.194075 51.57244)
9400ZZLUGGN2,E02000061,Barnet 038,Golders Green Underground Station,POINT (-0.194003 51.57244)
9400ZZLUHBT1,E02000024,Barnet 001,High Barnet Underground Station,POINT (-0.19415 51.65061)
9400ZZLUHCL1,E02000055,Barnet 032,Hendon Central Underground Station,POINT (-0.226455 51.58325)
9400ZZLUHGT1,E02000426,Haringey 030,Highgate Underground Station,POINT (-0.145805 51.57775)
9400ZZLUHTD1,E02000167,Camden 002,Hampstead Underground Station,POINT (-0.178466 51.55644)
9400ZZLUHTD2,E02000167,Camden 002,Hampstead Underground Station,POINT (-0.177464 51.55624)
9400ZZLUKNG1,E02000820,Southwark 014,Kennington Underground Station,POINT (-0.105699 51.48845)
9400ZZLUKNG2,E02000820,Southwark 014,Kennington Underground Station,POINT (-0.105759 51.48839)
9400ZZLUKSH1,E02000168,Camden 003,Kentish Town Underground Station,POINT (-0.140702 51.55036)
9400ZZLUKSH2,E02000168,Camden 003,Kentish Town Underground Station,POINT (-0.140719 51.55029)
9400ZZLUTFP1,E02000168,Camden 003,Tufnell Park Underground Station,POINT (-0.138391 51.5568)
9400ZZLUTFP2,E02000168,Camden 003,Tufnell Park Underground Station,POINT (-0.138422 51.55674)
9400ZZLUKSX4,E02000574,Islington 021,King's Cross St. Pancras Underground Station,POINT (-0.121991 51.53083)
9400ZZLUKSX5,E02000574,Islington 021,King's Cross St. Pancras Underground Station,POINT (-0.121875 51.53084)
9400ZZLULNB1,E02000812,Southwark 006,London Bridge Underground Station,POINT (-0.088599 51.50572)
9400ZZLUMDN2,E02000711,Merton 023,Morden Underground Station,POINT (-0.194828 51.40242)
9400ZZLUMHL1,E02000040,Barnet 017,Mill Hill East Underground Station,POINT (-0.209843 51.60819)
9400ZZLUODS1,E02000576,Islington 023,Old Street Underground Station,POINT (-0.087547 51.52499)
9400ZZLUOVL1,E02000622,Lambeth 005,Oval Underground Station,POINT (-0.112623 51.48157)
9400ZZLUOVL2,E02000622,Lambeth 005,Oval Underground Station,POINT (-0.112399 51.48177)
9400ZZLUSKW1,E02000627,Lambeth 010,Stockwell Underground Station,POINT (-0.122917 51.47183)
9400ZZLUSKW2,E02000627,Lambeth 010,Stockwell Underground Station,POINT (-0.122933 51.47181)
9400ZZLUSKW3,E02000627,Lambeth 010,Stockwell Underground Station,POINT (-0.122784 51.47193)
9400ZZLUSKW4,E02000627,Lambeth 010,Stockwell Underground Station,POINT (-0.122828 51.4719)
9400ZZLUSWN1,E02000697,Merton 009,South Wimbledon Underground Station,POINT (-0.19282 51.41508)
9400ZZLUTAW1,E02000031,Barnet 008,Totteridge & Whetstone Underground Station,POINT (-0.179226 51.63057)
9400ZZLUTAW2,E02000031,Barnet 008,Totteridge & Whetstone Underground Station,POINT (-0.179228 51.6305)
9400ZZLUTBC1,E02000951,Wandsworth 029,Tooting Bec Underground Station,POINT (-0.159024 51.43585)
9400ZZLUTBY1,E02000957,Wandsworth 035,Tooting Broadway Underground Station,POINT (-0.168178 51.42784)
9400ZZLUTCR2,E02000972,Westminster 013,Tottenham Court Road Underground Station,POINT (-0.13043 51.51594)
9400ZZLUTCR3,E02000972,Westminster 013,Tottenham Court Road Underground Station,POINT (-0.130402 51.5159)
9400ZZLUOXC1,E02000972,Westminster 013,Oxford Circus Underground Station,POINT (-0.141363 51.51537)
9400ZZLUOXC5,E02000972,Westminster 013,Oxford Circus Underground Station,POINT (-0.141248 51.51538)
9400ZZLUTCR1,E02000972,Westminster 013,Tottenham Court Road Underground Station,POINT (-0.131549 51.51641)
9400ZZLUTCR4,E02000972,Westminster 013,Tottenham Court Road Underground Station,POINT (-0.130401 51.51594)
9400ZZLUGPS1,E02000972,Westminster 013,Great Portland Street Underground Station,POINT (-0.144002 51.52384)
9400ZZLUGPS2,E02000972,Westminster 013,Great Portland Street Underground Station,POINT (-0.144017 51.52383)
9400ZZLUOXC2,E02000972,Westminster 013,Oxford Circus Underground Station,POINT (-0.14227 51.51576)
9400ZZLUOXC6,E02000972,Westminster 013,Oxford Circus Underground Station,POINT (-0.14211 51.51579)
9400ZZLUOXC3,E02000972,Westminster 013,Oxford Circus Underground Station,POINT (-0.142084 51.51572)
9400ZZLUOXC4,E02000972,Westminster 013,Oxford Circus Underground Station,POINT (-0.142244 51.5157)
9400ZZLUPCC1,E02000972,Westminster 013,Piccadilly Circus Underground Station,POINT (-0.135281 51.51008)
9400ZZLUPCC2,E02000972,Westminster 013,Piccadilly Circus Underground Station,POINT (-0.135179 51.51012)
9400ZZLUWFN1,E02000043,Barnet 020,West Finchley Underground Station,POINT (-0.188449 51.60941)
9400ZZLUWFN2,E02000043,Barnet 020,West Finchley Underground Station,POINT (-0.188466 51.60935)
9400ZZLUWLO3,E02006801,Lambeth 036,Waterloo Underground Station,POINT (-0.113575 51.50319)
9400ZZLUWLO4,E02006801,Lambeth 036,Waterloo Underground Station,POINT (-0.113021 51.50333)
9400ZZLULBN1,E02006801,Lambeth 036,Lambeth North Underground Station,POINT (-0.111174 51.49852)
9400ZZLUWLO1,E02006801,Lambeth 036,Waterloo Underground Station,POINT (-0.11512 51.5031)
9400ZZLUWLO2,E02006801,Lambeth 036,Waterloo Underground Station,POINT (-0.115093 51.50305)
9400ZZLUWLO5,E02006801,Lambeth 036,Waterloo Underground Station,POINT (-0.112875 51.50268)
9400ZZLUWLO6,E02006801,Lambeth 036,Waterloo Underground Station,POINT (-0.11293 51.50274)
9400ZZLUWOP1,E02000035,Barnet 012,Woodside Park Underground Station,POINT (-0.185602 51.61778)
9400ZZLUWOP2,E02000035,Barnet 012,Woodside Park Underground Station,POINT (-0.185454 51.61787)
9400ZZNEUGST,E02000621,Lambeth 004,Nine Elms Underground Station,POINT (-0.128476 51.47991)
490014679N,E02000621,Lambeth 004,Nine Elms Underground Station,POINT (-0.128801 51.47937)
9400ZZLUVXL1,E02000621,Lambeth 004,Vauxhall Underground Station,POINT (-0.12453 51.48621)
9400ZZLUBKE1,E02000763,Redbridge 013,Barkingside Underground Station,POINT (0.088662 51.58579)
9400ZZLUBKE2,E02000763,Redbridge 013,Barkingside Underground Station,POINT (0.08866 51.58575)
9400ZZLUNBP1,E02000763,Redbridge 013,Newbury Park Underground Station,POINT (0.090052 51.57551)
9400ZZLUNBP2,E02000763,Redbridge 013,Newbury Park Underground Station,POINT (0.090055 51.57558)
9400ZZLUBLG1,E02000874,Tower Hamlets 011,Bethnal Green Underground Station,POINT (-0.054591 51.52705)
9400ZZLUSGN1,E02000874,Tower Hamlets 011,Stepney Green Underground Station,POINT (-0.046918 51.52175)
9400ZZLUSGN2,E02000874,Tower Hamlets 011,Stepney Green Underground Station,POINT (-0.046816 51.52177)
9400ZZLUBND1,E02000970,Westminster 011,Bond Street Underground Station,POINT (-0.149444 51.51441)
9400ZZLUBND2,E02000970,Westminster 011,Bond Street Underground Station,POINT (-0.149158 51.51473)
9400ZZLUBND3,E02000970,Westminster 011,Bond Street Underground Station,POINT (-0.14916 51.51468)
9400ZZLURGP1,E02000970,Westminster 011,Regent's Park Underground Station,POINT (-0.146294 51.52315)
9400ZZLURGP2,E02000970,Westminster 011,Regent's Park Underground Station,POINT (-0.146267 51.52309)
9400ZZLUEAN1,E02000372,Hammersmith and Fulham 001,East Acton Underground Station,POINT (-0.247877 51.51712)
9400ZZLUEAN2,E02000372,Hammersmith and Fulham 001,East Acton Underground Station,POINT (-0.247891 51.51714)
9400ZZLUWCY1,E02000372,Hammersmith and Fulham 001,White City Underground Station,POINT (-0.224022 51.51199)
9400ZZLUWCY2,E02000372,Hammersmith and Fulham 001,White City Underground Station,POINT (-0.224239 51.51196)
9400ZZLUWLA1,E02000372,Hammersmith and Fulham 001,Wood Lane Underground Station,POINT (-0.224401 51.50966)
9400ZZLUWLA2,E02000372,Hammersmith and Fulham 001,Wood Lane Underground Station,POINT (-0.224329 51.50964)
9400ZZLUFLP1,E02000756,Redbridge 006,Fairlop Underground Station,POINT (0.091224 51.59602)
9400ZZLUFLP2,E02000756,Redbridge 006,Fairlop Underground Station,POINT (0.091207 51.59595)
9400ZZLUHLT1,E02000756,Redbridge 006,Hainault Underground Station,POINT (0.093304 51.60357)
9400ZZLUHLT2,E02000756,Redbridge 006,Hainault Underground Station,POINT (0.093384 51.60373)
9400ZZLUGFD1,E02000243,Ealing 006,Greenford Underground Station,POINT (-0.345212 51.54246)
9400ZZLUGFD2,E02000243,Ealing 006,Greenford Underground Station,POINT (-0.345274 51.54235)
9400ZZLUGTH1,E02006924,Redbridge 035,Gants Hill Underground Station,POINT (0.065017 51.57656)
9400ZZLUHPK1,E02000583,Kensington and Chelsea 007,Holland Park Underground Station,POINT (-0.205751 51.50714)
9400ZZLUHPK2,E02000583,Kensington and Chelsea 007,Holland Park Underground Station,POINT (-0.205749 51.50718)
9400ZZLULGT1,E02000975,Westminster 016,Lancaster Gate Underground Station,POINT (-0.174685 51.51177)
9400ZZLUPAC3,E02000975,Westminster 016,Paddington Underground Station,POINT (-0.175521 51.51538)
9400ZZLUPAC4,E02000975,Westminster 016,Paddington Underground Station,POINT (-0.175447 51.51543)
9400ZZLULYN1,E02000920,Waltham Forest 026,Leyton Underground Station,POINT (-0.005047 51.55692)
9400ZZLULYN2,E02000920,Waltham Forest 026,Leyton Underground Station,POINT (-0.004958 51.55698)
9400ZZLULYS1,E02000918,Waltham Forest 024,Leytonstone Underground Station,POINT (0.008209 51.56834)
9400ZZLULYS2,E02000918,Waltham Forest 024,Leytonstone Underground Station,POINT (0.008351 51.56829)
9400ZZLUMBA1,E02000971,Westminster 012,Marble Arch Underground Station,POINT (-0.157606 51.51359)
9400ZZLUERC3,E02000971,Westminster 012,Edgware Road (Circle Line) Underground Station,POINT (-0.167719 51.5198)
9400ZZLUERC1,E02000971,Westminster 012,Edgware Road (Circle Line) Underground Station,POINT (-0.167748 51.5198)
9400ZZLUERC2,E02000971,Westminster 012,Edgware Road (Circle Line) Underground Station,POINT (-0.167734 51.5198)
9400ZZLUERC4,E02000971,Westminster 012,Edgware Road (Circle Line) Underground Station,POINT (-0.167705 51.5198)
9400ZZLUMYB1,E02000971,Westminster 012,Marylebone Underground Station,POINT (-0.163475 51.52212)
9400ZZLUMYB2,E02000971,Westminster 012,Marylebone Underground Station,POINT (-0.163359 51.52214)
9400ZZLUMED1,E02000866,Tower Hamlets 003,Mile End Underground Station,POINT (-0.033559 51.52533)
9400ZZLUMED2,E02000866,Tower Hamlets 003,Mile End Underground Station,POINT (-0.033457 51.52536)
9400ZZLUMED3,E02000866,Tower Hamlets 003,Mile End Underground Station,POINT (-0.033369 51.52539)
9400ZZLUMED4,E02000866,Tower Hamlets 003,Mile End Underground Station,POINT (-0.033268 51.5254)
9400ZZLUNAN1,E02000252,Ealing 015,North Acton Underground Station,POINT (-0.259739 51.52357)
9400ZZLUNAN2,E02000252,Ealing 015,North Acton Underground Station,POINT (-0.259653 51.52355)
9400ZZLUNHG1,E02000582,Kensington and Chelsea 006,Notting Hill Gate Underground Station,POINT (-0.197309 51.50892)
9400ZZLUNHG2,E02000582,Kensington and Chelsea 006,Notting Hill Gate Underground Station,POINT (-0.196974 51.50899)
9400ZZLUNHT1,E02000241,Ealing 004,Northolt Underground Station,POINT (-0.369124 51.54846)
9400ZZLUPVL1,E02000244,Ealing 007,Perivale Underground Station,POINT (-0.322799 51.53667)
9400ZZLUQWY1,E02000976,Westminster 017,Queensway Underground Station,POINT (-0.187209 51.51031)
9400ZZLUBWT1,E02000976,Westminster 017,Bayswater Underground Station,POINT (-0.188152 51.51235)
9400ZZLUBWT2,E02000976,Westminster 017,Bayswater Underground Station,POINT (-0.188209 51.51234)
9400ZZLURBG1,E02006925,Redbridge 036,Redbridge Underground Station,POINT (0.046454 51.57619)
9400ZZLURSG1,E02000503,Hillingdon 010,Ruislip Gardens Underground Station,POINT (-0.410839 51.56075)
9400ZZLUSBC1,E02000375,Hammersmith and Fulham 004,Shepherd's Bush (Central) Underground Station,POINT (-0.218129 51.50456)
9400ZZLUSBM1,E02000375,Hammersmith and Fulham 004,Shepherd's Bush Market Underground Station,POINT (-0.22636 51.50596)
9400ZZLUSBM2,E02000375,Hammersmith and Fulham 004,Shepherd's Bush Market Underground Station,POINT (-0.22633 51.50599)
9400ZZLUSNB1,E02000764,Redbridge 014,Snaresbrook Underground Station,POINT (0.021441 51.5807)
9400ZZLUSNB2,E02000764,Redbridge 014,Snaresbrook Underground Station,POINT (0.02141 51.58065)
9400ZZLUSRP1,E02006796,Hillingdon 033,South Ruislip Underground Station,POINT (-0.399373 51.55696)
9400ZZLUSTD1,E02000726,Newham 013,Stratford Underground Station,POINT (-0.002311 51.54232)
9400ZZLUSTD2,E02000726,Newham 013,Stratford Underground Station,POINT (-0.002426 51.54233)
9400ZZLUSTD3,E02000726,Newham 013,Stratford Underground Station,POINT (-0.002541 51.54233)
9400ZZLUSWF1,E02000757,Redbridge 007,South Woodford Underground Station,POINT (0.02736 51.59175)
9400ZZLUSWF2,E02000757,Redbridge 007,South Woodford Underground Station,POINT (0.027342 51.59168)
